chr7	26416321	-	AC004540.4
chr7	26438213	+	AC004540.5
chr7	44888015	+	AC004854.4
chr7	74855312	+	AC004878.2
chr7	98610788	+	AC004893.11
chr7	44047465	-	AC004951.6
chr22	31742875	+	AC005003.1
chr7	86781736	-	AC005076.5
chr7	23245632	+	AC005082.12
chr19	1989400	+	AC005306.3
chr19	28920397	-	AC005307.1
chr19	4795571	-	AC005523.2
chr19	42051554	+	AC006129.2
chr19	50312190	+	AC006942.4
chr19	57078780	-	AC007228.11
chr2	39663778	+	AC007246.3
chr2	206949329	+	AC007383.3
chr19	572215	-	AC009005.2
chr16	74369244	-	AC009120.6
chr2	162101250	+	AC009299.3
chr7	155437899	-	AC009403.2
chr2	118591513	+	AC009404.2
chr2	63275775	-	AC009501.4
chr2	160471807	+	AC009506.1
chr2	179278666	+	AC009948.5
chr2	160568946	-	AC009961.3
chr5	114937754	+	AC010226.4
chr5	150157867	+	AC010441.1
chr19	58790332	+	AC010642.1
chr2	43456712	+	AC010883.5
chrGL000195.1	74342	-	AC011043.1
chrGL000205.1	117169	+	AC011841.1
chr2	55535628	+	AC012358.8
chr2	105940667	+	AC012360.4
chr19	4043154	-	AC016586.1
chr19	59070496	+	AC016629.8
chr2	239140318	-	AC016757.3
chr2	96987469	-	AC021188.4
chr4	38666430	-	AC021860.1
chr8	61880334	-	AC022182.3
chr10	75532378	-	AC022400.2
chr22	20378814	+	AC023490.1
chr8	119294378	+	AC023590.1
chr5	43041677	+	AC025171.1
chr17	7819271	-	AC025335.1
chr3	3668980	-	AC026188.1
chr19	38822274	+	AC026806.2
chr19	1440838	+	AC027307.3
chr17	6915668	-	AC027763.2
chr2	240323130	+	AC062017.1
chr2	88927057	+	AC062029.1
chr15	91565849	+	AC068831.10
chr2	47572213	-	AC073283.4
chr2	27579113	+	AC074117.10
chr19	37178351	-	AC074138.3
chr2	173330750	-	AC078883.3
chr2	178129087	+	AC079305.10
chr2	113403267	-	AC079922.3
chr12	122241812	-	AC084018.1
chr8	52730143	+	AC090186.1
chr7	1200010	+	AC091729.9
chr12	10096094	-	AC091814.2
chr19	37063972	+	AC092295.7
chr4	6675178	+	AC093323.3
chr2	191399581	+	AC093388.3
chr3	14186223	+	AC093495.4
chr7	149597	+	AC093627.10
chr7	149466	-	AC093627.9
chr2	242912834	+	AC093642.3
chr7	143077588	-	AC093673.5
chr2	173421324	-	AC093818.1
chr2	118943962	-	AC093901.1
chr2	11988748	+	AC096559.1
chr2	208687493	-	AC096772.6
chr2	186947960	-	AC097500.2
chr2	28959071	-	AC097724.3
chr17	57183959	+	AC099850.1
chr15	64993447	+	AC100830.3
chr2	114600933	-	AC104653.1
chr2	237994460	-	AC105760.2
chr2	3584463	-	AC108488.4
chr17	7487390	-	AC113189.5
chr5	131808735	-	AC116366.6
chr17	80214131	+	AC132872.2
chr17	8263538	-	AC135178.1
chr18	77905807	+	AC139100.2
chr2	3523046	+	AC142528.1
chr7	155089251	-	AC144652.1
chrGL000194.1	56132	-	AC145212.1
chr7	642822	+	AC147651.4
chr2	98099107	-	AC159540.1
chr3	38178733	-	ACAA1
chr18	47340330	-	ACAA2
chr17	35766909	-	ACACA
chr12	109554400	+	ACACB
chr12	112123857	+	ACAD10
chr3	132379567	-	ACAD11
chr11	134123389	+	ACAD8
chr3	128598439	+	ACAD9
chr1	76190036	+	ACADM
chr12	121163538	+	ACADS
chr10	124768495	+	ACADSB
chr17	7120444	+	ACADVL
chr17	7239848	+	ACAP1
chr3	195163807	-	ACAP2
chr1	1244989	-	ACAP3
chr11	107992243	+	ACAT1
chr6	160181360	+	ACAT2
chr1	226374431	-	ACBD3
chr17	43209967	+	ACBD4
chr10	27531059	-	ACBD5
chr1	180472089	-	ACBD6
chr11	44087475	+	ACCS
chr16	67694713	-	ACD
chr11	76571911	+	ACER3
chr14	23564823	-	ACIN1
chr17	40086795	-	ACLY
chr7	96745902	+	ACN9
chr9	32384618	+	ACO1
chr22	41865129	+	ACO2
chr1	55007930	+	ACOT11
chr6	24667263	+	ACOT13
chr14	74034324	+	ACOT2
chr14	74058410	+	ACOT4
chr1	6454451	-	ACOT7
chr20	44486045	-	ACOT8
chrX	23784592	-	ACOT9
chr17	73975515	-	ACOX1
chr3	58523046	-	ACOX2
chr4	8442450	-	ACOX3
chr2	264140	+	ACP1
chr11	47270457	-	ACP2
chr19	11689823	-	ACP5
chr1	147142618	-	ACP6
chr12	6756626	-	ACRBP
chr17	48503519	+	ACSF2
chr16	89154783	+	ACSF3
chr4	185747972	-	ACSL1
chr2	223725652	+	ACSL3
chrX	108976632	-	ACSL4
chr10	114133776	+	ACSL5
chr16	20621565	+	ACSM3
chr20	25039616	-	ACSS1
chr20	33459949	+	ACSS2
chr10	90751147	-	ACTA2
chr7	5603415	-	ACTB
chr17	79490873	-	ACTG1
chr20	32254304	+	ACTL10
chr3	179280668	+	ACTL6A
chr14	69446157	-	ACTN1
chr19	39138289	+	ACTN4
chr14	58666798	+	ACTR10
chr10	104262482	-	ACTR1A
chr2	98280570	-	ACTR1B
chr2	65454887	+	ACTR2
chr2	114647537	+	ACTR3
chr7	152456834	+	ACTR3B
chr7	150020814	-	ACTR3C
chr20	37377085	+	ACTR5
chr12	100592900	+	ACTR6
chr3	53916229	-	ACTR8
chr2	158732374	-	ACVR1
chr12	52345451	+	ACVR1B
chr2	148602086	+	ACVR2A
chr3	52009066	+	ACY1
chr11	67418130	-	ACY3
chr14	75536186	-	ACYP1
chr2	54197975	+	ACYP2
chr19	36036931	-	AD000090.2
chr20	43280874	-	ADA
chr15	43622872	+	ADAL
chr15	59042177	-	ADAM10
chr1	155023042	+	ADAM15
chr2	9695921	-	ADAM17
chr7	87563458	+	ADAM22
chr8	24151553	+	ADAM28
chr10	135090372	-	ADAM8
chr8	38854388	+	ADAM9
chr19	8675620	-	ADAMTS10
chr5	64777747	-	ADAMTS6
chr1	150521884	+	ADAMTSL4
chr7	995043	-	ADAP1
chr17	29233362	+	ADAP2
chr1	154600475	-	ADAR
chr21	46493768	+	ADARB1
chr16	75657198	-	ADAT1
chr6	143771810	-	ADAT2
chr14	78266426	+	ADCK1
chr7	140372953	+	ADCK2
chr1	227085237	+	ADCK3
chr19	41224112	-	ADCK4
chr8	145596790	+	ADCK5
chr2	25142708	-	ADCY3
chr12	49182820	-	ADCY6
chr16	50280048	+	ADCY7
chr4	2845584	+	ADD1
chr10	111756126	+	ADD3
chr4	100009952	-	ADH5
chr8	67342420	+	ADHFE1
chr2	3523507	-	ADI1
chr1	202927700	-	ADIPOR1
chr12	1797740	+	ADIPOR2
chr10	75910960	+	ADK
chr11	10326227	+	ADM
chr19	50191921	+	ADM5
chr20	49547958	-	ADNP
chr18	77866915	+	ADNP2
chr10	64564516	+	ADO
chr17	15848231	+	ADORA2B
chr15	73078187	-	ADPGK
chr15	73075176	+	ADPGK-AS1
chr3	119298115	+	ADPRH
chr1	36554476	+	ADPRHL2
chr17	10600911	+	ADPRM
chr10	112836790	+	ADRA2A
chr11	67033881	+	ADRBK1
chr22	25960816	+	ADRBK2
chr20	60877149	+	ADRM1
chr22	40742507	+	ADSL
chr1	244615436	-	ADSS
chr14	105190523	+	ADSSL1
chr7	44143960	+	AEBP1
chr12	19556979	+	AEBP2
chr15	89164527	+	AEN
chr19	3063105	-	AES
chr21	40378079	-	AF064858.8
chr21	16254296	-	AF127936.7
chr4	103422476	-	AF213884.2
chr10	116164515	-	AFAP1L2
chr4	87856154	+	AFF1
chrX	147582139	+	AFF2
chr2	100759201	-	AFF3
chr5	132299326	-	AFF4
chr18	12377313	-	AFG3L2
chr17	76183398	+	AFMID
chr2	64751465	+	AFTPH
chr4	178363657	-	AGA
chr10	47239738	-	AGAP10
chr12	58135940	-	AGAP2
chr7	150782918	+	AGAP3
chr10	75457639	-	AGAP5
chr10	51748078	+	AGAP6
chr7	134671259	+	AGBL3
chr2	27265232	+	AGBL5
chr6	32152101	-	AGER
chr2	228336868	+	AGFG1
chr7	100136834	+	AGFG2
chr5	76325076	+	AGGF1
chr7	141250989	+	AGK
chr1	100315640	+	AGL
chr1	15911605	-	AGMAT
chr1	36335409	+	AGO1
chr8	141645718	-	AGO2
chr1	36396319	+	AGO3
chr1	36273773	+	AGO4
chr6	32145873	-	AGPAT1
chr9	139581875	-	AGPAT2
chr21	45285067	+	AGPAT3
chr6	161695093	-	AGPAT4
chr8	6565878	+	AGPAT5
chr8	41434706	+	AGPAT6
chr4	84457067	+	AGPAT9
chr2	178257372	+	AGPS
chr9	88356944	-	AGTPBP1
chr1	11796141	+	AGTRAP
chr1	247095280	-	AHCTF1
chr20	32899608	-	AHCY
chr1	110527308	+	AHCYL1
chr7	128864864	+	AHCYL2
chr1	27930942	-	AHDC1
chr6	135818914	-	AHI1
chr11	62323707	-	AHNAK
chr7	17338246	+	AHR
chr14	77924213	+	AHSA1
chr2	61404553	+	AHSA2
chr16	31539185	+	AHSP
chr1	222886552	-	AIDA
chr6	31582961	+	AIF1
chr9	133971863	+	AIF1L
chrX	129299861	-	AIFM1
chr22	21319396	+	AIFM3
chr6	143381633	+	AIG1
chr6	106959730	+	AIM1
chr4	107236701	+	AIMP1
chr7	6048876	+	AIMP2
chr11	67250512	+	AIP
chr21	16774624	-	AJ006998.2
chr9	130640022	-	AK1
chr1	33546597	-	AK2
chr9	4742043	-	AK3
chr1	65613232	+	AK4
chr1	77747736	+	AK5
chr6	110012420	-	AK9
chr17	55162453	+	AKAP1
chr17	19881656	-	AKAP10
chr13	42846289	+	AKAP11
chr15	85923802	+	AKAP13
chrX	1710486	+	AKAP17A
chr6	131456806	+	AKAP7
chr19	15490609	-	AKAP8
chr19	15529952	-	AKAP8L
chr7	91570181	+	AKAP9
chr11	8932686	+	AKIP1
chr1	39456895	+	AKIRIN1
chr6	88411927	-	AKIRIN2
chr9	117156685	-	AKNA
chr1	46016215	+	AKR1A1
chr7	134144036	-	AKR1B1
chr10	4934796	+	AKR1C1
chr10	5077546	+	AKR1C3
chr10	4828821	+	AKR1E2
chr1	19638640	-	AKR7A2
chr14	105262088	-	AKT1
chr19	50381716	-	AKT1S1
chr19	40791443	-	AKT2
chr1	244014381	-	AKT3
chr16	53538323	-	AKTIP
chr2	32546707	+	AL133245.2
chr14	50065882	-	AL139099.1
chrGL000218.1	97421	-	AL354822.1
chr1	144989309	+	AL590452.1
chr1	2145620	-	AL590822.1
chr9	70646589	+	AL591479.1
chrGL000219.1	99642	-	AL592183.1
chr1	144339738	+	AL592284.1
chr1	1510355	+	AL645728.1
chr14	106170939	-	AL928768.3
chr9	116163613	-	ALAD
chr3	52232102	+	ALAS1
chr3	105085753	+	ALCAM
chr19	49956426	+	ALDH16A1
chr10	97416463	-	ALDH18A1
chr9	75695358	-	ALDH1A1
chr9	38392661	+	ALDH1B1
chr12	112204691	+	ALDH2
chr17	19551449	+	ALDH3A2
chr11	67776048	+	ALDH3B1
chr1	19229275	-	ALDH4A1
chr6	24495080	+	ALDH5A1
chr14	74551196	-	ALDH6A1
chr5	125931110	-	ALDH7A1
chr1	165668100	-	ALDH9A1
chr16	30064411	+	ALDOA
chr17	26904282	-	ALDOC
chr16	5083703	+	ALG1
chr12	34175216	+	ALG10
chr12	38710380	+	ALG10B
chr13	52586534	+	ALG11
chr22	50312106	-	ALG12
chrX	110909043	+	ALG13
chr1	95538501	-	ALG14
chr3	125655882	-	ALG1L
chr9	101984238	-	ALG2
chr3	183967336	-	ALG3
chr13	37574398	-	ALG5
chr1	63833261	+	ALG6
chr11	77850706	-	ALG8
chr11	111750149	-	ALG9
chr14	78174363	-	ALKBH1
chr12	109531436	-	ALKBH2
chr11	43902361	+	ALKBH3
chr7	102105323	-	ALKBH4
chr17	18086392	+	ALKBH5
chr19	36505141	-	ALKBH6
chr19	6372444	+	ALKBH7
chr11	107436472	-	ALKBH8
chr2	73612886	+	ALMS1
chr17	6899384	+	ALOX12
chr17	7991021	-	ALOX12B
chr17	7942335	+	ALOX15B
chr10	45869661	+	ALOX5
chr13	31309645	+	ALOX5AP
chr4	113206665	+	ALPK1
chr2	202645912	-	ALS2
chr17	79849462	-	ALYREF
chr5	34008220	-	AMACR
chr11	46615675	-	AMBRA1
chr6	111195973	+	AMD1
chr16	2570358	+	AMDHD2
chrX	63425624	-	AMER1
chr16	56459450	-	AMFR
chr12	53817639	+	AMHR2
chr11	118095809	-	AMICA1
chrX	109683461	-	AMMECR1
chr2	128643496	-	AMMECR1L
chr14	103388993	+	AMN
chr12	31882108	-	AMN1
chrX	112084043	-	AMOT
chr11	94439597	+	AMOTL1
chr1	110158726	+	AMPD2
chr11	10329860	+	AMPD3
chr3	49460186	-	AMT
chr1	104096437	+	AMY2B
chr17	66243715	+	AMZ2
chr2	112642267	-	ANAPC1
chr4	146019693	-	ANAPC10
chr17	79848666	+	ANAPC11
chr3	134205558	-	ANAPC13
chr11	71823826	-	ANAPC15
chr10	73975787	+	ANAPC16
chr9	140082989	-	ANAPC2
chr4	25378835	+	ANAPC4
chr12	121837699	-	ANAPC5
chr12	110841535	-	ANAPC7
chr14	21152336	+	ANG
chr14	77292589	-	ANGEL1
chr1	213189168	-	ANGEL2
chr8	108510283	-	ANGPT1
chr8	6420930	-	ANGPT2
chr19	10213472	-	ANGPTL6
chr8	41754280	-	ANK1
chr2	190539016	+	ANKAR
chr15	65204101	+	ANKDD1A
chr5	74907284	+	ANKDD1B
chr17	4167274	-	ANKFY1
chr5	14871887	-	ANKH
chr5	139781399	+	ANKHD1
chr7	91875548	+	ANKIB1
chr19	17392454	+	ANKLE1
chr12	133338474	-	ANKLE2
chr2	241508626	-	ANKMY1
chr7	16685442	-	ANKMY2
chr5	72861511	-	ANKRA2
chr13	111567416	-	ANKRD10
chr16	89556969	-	ANKRD11
chr18	9136226	+	ANKRD12
chr12	110436991	+	ANKRD13A
chr17	27916787	+	ANKRD13B
chr1	70820417	-	ANKRD13C
chr11	67056018	+	ANKRD13D
chr10	5931869	-	ANKRD16
chr4	74124515	-	ANKRD17
chr10	27389421	-	ANKRD26
chr19	33167503	-	ANKRD27
chr3	15901278	-	ANKRD28
chr5	93954052	+	ANKRD32
chr1	145549230	+	ANKRD35
chr2	97779233	+	ANKRD36
chr2	96657541	-	ANKRD36C
chr4	186317175	+	ANKRD37
chr2	97523832	-	ANKRD39
chr17	48785285	-	ANKRD40
chr11	82904781	+	ANKRD42
chr2	198175897	-	ANKRD44
chr8	101572012	-	ANKRD46
chr11	94226795	+	ANKRD49
chr4	125633887	-	ANKRD50
chr12	56652175	-	ANKRD52
chr22	38245334	-	ANKRD54
chr6	90142889	+	ANKRD6
chr1	1357149	-	ANKRD65
chr14	102976136	-	ANKRD9
chr6	34857042	+	ANKS1A
chr16	4784379	-	ANKS3
chr9	101559247	-	ANKS6
chr2	220094479	+	ANKZF1
chr7	36429415	+	ANLN
chr3	43733086	-	ANO10
chr12	45609770	+	ANO6
chr11	442011	-	ANO9
chr15	69113236	-	ANP32A
chr9	100745643	+	ANP32B
chr1	150208504	-	ANP32E
chr15	90358633	-	ANPEP
chr4	81046608	-	ANTXR2
chr9	75766673	+	ANXA1
chr10	81965328	-	ANXA11
chr15	60695082	-	ANXA2
chr5	43043272	-	ANXA2R
chr4	79472673	+	ANXA3
chr2	69871557	+	ANXA4
chr4	122618268	-	ANXA5
chr5	150537443	-	ANXA6
chr10	75173834	-	ANXA7
chr7	36764154	-	AOAH
chr21	32931558	+	AP000251.3
chr21	33031813	-	AP000253.1
chr22	24241117	-	AP000350.4
chr21	25801054	+	AP000476.1
chr21	37692968	-	AP000692.10
chr11	123301058	+	AP000783.1
chr21	45579959	-	AP001055.6
chr21	21631133	-	AP001171.1
chr11	58910488	-	AP001258.4
chr21	15399742	+	AP001347.6
chr11	74204411	+	AP001372.2
chr21	38640085	+	AP001412.1
chr21	38738234	-	AP001437.1
chr11	64546426	+	AP001462.6
chr4	102268937	+	AP001816.1
chr11	64949305	-	AP003068.23
chr11	61735453	+	AP003733.1
chr11	64096976	-	AP003774.1
chr18	12658042	+	AP005482.1
chr1	267253	-	AP006222.2
chr11	777578	+	AP006621.5
chr4	113152893	+	AP1AR
chr22	29819168	-	AP1B1
chr16	71843104	-	AP1G1
chr14	24037279	-	AP1G2
chr19	16308389	+	AP1M1
chr7	100797678	+	AP1S1
chrX	15873054	-	AP1S2
chr2	224702744	-	AP1S3
chr19	50270225	+	AP2A1
chr11	924894	+	AP2A2
chr17	33905065	+	AP2B1
chr3	183892477	+	AP2M1
chr19	47354249	-	AP2S1
chr5	77590579	-	AP3B1
chr19	2164464	-	AP3D1
chr10	75910821	-	AP3M1
chr8	42010464	+	AP3M2
chr5	115177178	+	AP3S1
chr15	90437574	-	AP3S2
chr1	114447823	-	AP4B1
chr15	51200869	+	AP4E1
chr7	99699172	+	AP4M1
chr14	31494312	+	AP4S1
chr11	65548273	-	AP5B1
chr14	57735627	+	AP5M1
chr20	3801178	+	AP5S1
chr7	4815253	+	AP5Z1
chr12	99038919	+	APAF1
chr15	29129629	+	APBA2
chr19	3761697	-	APBA3
chr11	6440644	-	APBB1
chr10	26727132	+	APBB1IP
chr5	139973337	-	APBB3
chr5	112043195	+	APC
chr3	49711435	+	APEH
chr14	20923350	+	APEX1
chrX	55026790	+	APEX2
chr1	150241980	-	APH1A
chr15	63568217	+	APH1B
chr11	43333513	+	API5
chr11	34938046	-	APIP
chr1	10490159	+	APITD1
chr2	68694693	+	APLF
chr11	129939732	+	APLP2
chr20	24973615	-	APMAP
chr11	116708666	-	APOA1
chr1	156561554	+	APOA1BP
chr22	39348746	+	APOBEC3A
chr22	39378352	+	APOBEC3B
chr22	39410088	+	APOBEC3C
chr22	39410368	+	APOBEC3D
chr22	39436609	+	APOBEC3F
chr22	39436924	+	APOBEC3G
chr16	28505970	+	APOBR
chr19	45417504	+	APOC1
chr19	45409011	+	APOE
chr22	36649056	+	APOL1
chr22	36636000	-	APOL2
chr22	36562225	-	APOL3
chr22	36044442	+	APOL6
chr12	12878851	+	APOLD1
chr6	31620193	+	APOM
chrX	23926057	-	APOO
chrX	84258832	+	APOOL
chr14	104029299	+	APOPT1
chr21	27543446	-	APP
chr17	58603580	-	APPBP2
chr3	57261765	+	APPL1
chr12	105630016	-	APPL2
chr16	88878352	-	APRT
chr9	33025166	-	APTX
chr9	33447609	-	AQP3
chr15	35262040	-	AQR
chrX	66764465	+	AR
chrX	47420516	+	ARAF
chr11	72504644	-	ARAP1
chr4	36246131	-	ARAP2
chr11	118443105	+	ARCN1
chr4	75310851	+	AREG
chr4	75480629	+	AREGB
chr14	75179818	-	AREL1
chr1	228270361	+	ARF1
chr12	49351334	-	ARF3
chr3	57583947	-	ARF4
chr7	127228399	+	ARF5
chr14	50359810	+	ARF6
chr20	61904137	+	ARFGAP1
chr11	47198676	-	ARFGAP2
chr22	43254112	-	ARFGAP3
chr8	68255912	-	ARFGEF1
chr20	47538427	+	ARFGEF2
chr4	153701089	+	ARFIP1
chr11	6502666	-	ARFIP2
chr20	62339377	-	ARFRP1
chr14	68086515	+	ARG2
chr13	107220512	-	ARGLU1
chr11	46722165	-	ARHGAP1
chr4	148653214	+	ARHGAP10
chr15	32907345	+	ARHGAP11A
chr15	30916697	+	ARHGAP11B
chr10	32217742	-	ARHGAP12
chr2	143848931	+	ARHGAP15
chr16	25026987	-	ARHGAP17
chr6	130031370	-	ARHGAP18
chr10	99052413	-	ARHGAP19
chr10	25012597	-	ARHGAP21
chr10	49864310	-	ARHGAP22
chr4	86396267	+	ARHGAP24
chr2	68906733	+	ARHGAP25
chr5	142149949	+	ARHGAP26
chr17	43511787	-	ARHGAP27
chr1	161039760	-	ARHGAP30
chr3	119013220	+	ARHGAP31
chr11	129149219	-	ARHGAP32
chr19	36265434	+	ARHGAP33
chr19	47421933	+	ARHGAP35
chrX	153200452	-	ARHGAP4
chr14	32545320	+	ARHGAP5
chr14	32545999	-	ARHGAP5-AS1
chrX	11683821	-	ARHGAP6
chr12	57882597	-	ARHGAP9
chr17	79829282	-	ARHGDIA
chr12	15114662	-	ARHGDIB
chr19	42387228	+	ARHGEF1
chr8	1772142	+	ARHGEF10
chr11	120207787	+	ARHGEF12
chr11	73019334	+	ARHGEF17
chr19	7459999	+	ARHGEF18
chr1	16539104	-	ARHGEF19
chr1	155976861	-	ARHGEF2
chr3	153838792	+	ARHGEF26
chr3	57113357	-	ARHGEF3
chr7	143991230	-	ARHGEF35
chr5	148931510	+	ARHGEF37
chr9	35675863	-	ARHGEF39
chr14	21538429	+	ARHGEF40
chrX	135864247	-	ARHGEF6
chr13	111766906	+	ARHGEF7
chrX	63005426	-	ARHGEF9
chr1	27022524	+	ARID1A
chr6	157099063	+	ARID1B
chr12	46123448	+	ARID2
chr19	925781	+	ARID3A
chr15	74833518	+	ARID3B
chr14	58765103	+	ARID4A
chr1	235491534	-	ARID4B
chr2	97202480	+	ARID5A
chr10	63661059	+	ARID5B
chr15	72766667	+	ARIH1
chr3	48956254	+	ARIH2
chr3	48956818	-	ARIH2OS
chr12	101801598	-	ARL1
chr5	175792471	+	ARL10
chr13	50202435	+	ARL11
chr3	93698983	+	ARL13B
chr11	30344598	+	ARL14EP
chr5	53606412	-	ARL15
chr17	79650954	-	ARL16
chr17	44657088	-	ARL17A
chr17	44439130	-	ARL17B
chr11	64781585	+	ARL2
chr16	57279010	+	ARL2BP
chr10	104474164	-	ARL3
chr7	12726481	+	ARL4A
chr2	235405697	-	ARL4C
chr17	41476327	+	ARL4D
chr2	152685006	-	ARL5A
chr10	18948334	+	ARL5B
chr10	18948214	-	ARL5B-AS1
chr3	97483365	+	ARL6
chr16	18813000	-	ARL6IP1
chr12	123464607	+	ARL6IP4
chr3	69134095	+	ARL6IP5
chr2	153574407	+	ARL6IP6
chr1	202113869	-	ARL8A
chr3	5163905	+	ARL8B
chr4	57371509	+	ARL9
chr8	66546442	-	ARMC1
chr7	102715328	+	ARMC10
chr6	35704809	+	ARMC12
chr6	109169619	+	ARMC2
chr16	31469401	+	ARMC5
chr19	19144384	+	ARMC6
chr17	73106047	+	ARMC7
chr3	137906109	+	ARMC8
chr2	232063260	+	ARMC9
chrX	100805514	+	ARMCX1
chrX	100914876	-	ARMCX2
chrX	100877787	+	ARMCX3
chrX	100673275	+	ARMCX4
chrX	101854096	+	ARMCX5
chrX	100872991	-	ARMCX6
chr1	150849244	-	ARNT
chr11	13298199	+	ARNTL
chr12	27485787	+	ARNTL2
chr7	98923521	+	ARPC1A
chr7	98971872	+	ARPC1B
chr2	219081817	+	ARPC2
chr12	110888227	-	ARPC3
chr3	9834179	+	ARPC4
chr1	183604892	-	ARPC5
chr9	127624409	+	ARPC5L
chr15	52862080	-	ARPP19
chr11	75062873	-	ARRB1
chr17	4613784	+	ARRB2
chr9	140500106	+	ARRDC1
chr19	18111941	+	ARRDC2
chr5	90679176	-	ARRDC3
chr15	98462784	+	ARRDC4
chr19	4902879	-	ARRDC5
chr22	51066607	-	ARSA
chr5	78281910	-	ARSB
chrX	2847392	-	ARSD
chr17	66255323	+	ARSG
chr5	94890778	+	ARSK
chr1	231114727	+	ARV1
chr22	20004331	-	ARVCF
chr8	17942494	-	ASAH1
chr8	131455906	-	ASAP1
chr2	9346894	+	ASAP2
chr2	239335383	+	ASB1
chr10	5708558	-	ASB13
chr17	42264085	-	ASB16-AS1
chr14	94443137	-	ASB2
chr9	132404444	-	ASB6
chr15	101142739	+	ASB7
chr12	48574996	-	ASB8
chrX	15288589	-	ASB9
chr10	73976892	-	ASCC1
chr22	30234271	-	ASCC2
chr6	101329248	-	ASCC3
chr11	2292182	-	ASCL2
chr6	119215384	+	ASF1A
chr19	14247768	-	ASF1B
chr17	7082883	-	ASGR1
chr17	7019019	-	ASGR2
chr1	155532598	-	ASH1L
chr8	37962760	+	ASH2L
chr7	65540785	+	ASL
chrX	1572655	-	ASMTL
chr19	12847953	+	ASNA1
chr7	97501854	-	ASNS
chr2	190526111	+	ASNSD1
chr8	62627155	-	ASPH
chr1	197115824	-	ASPM
chr17	79934683	+	ASPSCR1
chr11	62104920	+	ASRGL1
chr3	130746493	-	ASTE1
chr12	27091259	-	ASUN
chr20	30946155	+	ASXL1
chr2	26101385	-	ASXL2
chr10	89601100	-	ATAD1
chr8	124428590	-	ATAD2
chr2	24149984	-	ATAD2B
chr1	1447531	+	ATAD3A
chr1	1407143	+	ATAD3B
chr1	1385069	+	ATAD3C
chr17	29158988	+	ATAD5
chr6	30594619	+	ATAT1
chr10	123688316	-	ATE1
chr10	123687827	+	ATE1-AS1
chr12	51157493	+	ATF1
chr2	176033110	-	ATF2
chr1	212738676	+	ATF3
chr22	39915700	+	ATF4
chr19	50431959	+	ATF5
chr1	161736084	+	ATF6
chr6	32096030	-	ATF6B
chr12	54020199	-	ATF7
chr12	14518610	+	ATF7IP
chr16	10420291	+	ATF7IP2
chr5	81267844	+	ATG10
chr5	115177555	-	ATG12
chr11	46638826	+	ATG13
chr14	55878576	-	ATG14
chr2	234118697	+	ATG16L1
chr11	72525353	+	ATG16L2
chr11	64684722	-	ATG2A
chr14	96830207	-	ATG2B
