Celltype	Trait	ldscore_pvalue	gchromVAR_pvalue	chromVAR_pvalue	goShifter_pvalue	panHemeLDSR_pvalue	hit_ldscore	hit_chromVAR	hit_gchromVAR	hit_goShifter	hit_panHemeLDSR	lineageSpecific
B	RETIC_COUNT	0.300801337310714	0.761560627389102	0.00291243872078068	0.263866075498811	0.852777076757109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
B	WBC_COUNT	0.0134180302015539	0.812636112588227	7.08393539479575e-09	0.958369332935223	0.141375380296475	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
CD4	BASO_COUNT	0.013560829095402	0.417066394542951	0.515775500453378	0.564007010596453	0.519101961927312	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	EO_COUNT	7.96529992105575e-05	0.0139734835046535	0.000103555558593965	5.25118820631218e-07	0.207382973282202	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
CD4	HCT	0.113759889540171	0.47354041930856	0.0201611378842957	0.976705081234844	0.15773889960241	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	HGB	0.0137987251891344	0.478356825811548	0.0482446802062092	0.300622212578648	0.0400051914838414	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	LYMPH_COUNT	2.92541277238955e-05	1.27935012726921e-05	2.46938370629127e-09	8.76712845777156e-05	0.0801075678450771	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
CD4	MCH	0.00382604235010473	0.997183743856004	0.298139197812379	0.0369333552037031	0.0125081936459794	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	MCHC	0.326254322774348	0.41072435983878	0.332885393440979	0.518408888013777	0.415366895807973	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	MCV	0.000548153901339619	0.969943276560477	0.459210478112349	0.014365165559008	0.0208640595091397	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	MEAN_RETIC_VOL	0.000715502230120306	0.96759701966174	0.653889451084899	0.0115008750439089	0.0980380380506384	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	MONO_COUNT	0.391415311442643	0.788202295049472	0.0282089432171423	0.270635608335295	0.200213958511593	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	MPV	0.0490254766252858	0.999935045473461	0.994799215297195	0.0208881541239022	0.562496166451769	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	NEUTRO_COUNT	0.85644241722611	0.758630801318253	0.138430223617193	0.835463217678181	0.336659896677988	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	PLT_COUNT	0.0154237618173999	0.999988597007223	0.989605364060668	0.18830833357415	0.624553394639138	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	RBC_COUNT	0.185799126851202	0.884345283729839	0.650800484659432	0.188610746586626	0.0541795364414601	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	RETIC_COUNT	0.326438605954006	0.659161509778395	0.816688975899018	0.746013743987083	0.000885770960157493	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD4	WBC_COUNT	0.204476449932611	0.528778005831498	0.0723381325545707	0.578484331456993	0.91321940186248	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CD8	BASO_COUNT	0.00253293226626228	0.686069604927351	0.758455602108678	0.754280662149849	0.642184689131876	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	EO_COUNT	2.73354371370188e-05	0.0267780153788036	4.10075795094084e-07	2.38728662421644e-05	0.180081003345144	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
CD8	HCT	0.523472400636555	0.424218320322893	0.00539959016118591	0.415015071649569	0.249546099314649	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	HGB	0.156554576664214	0.611524289870161	0.00693391442331217	0.680779253914517	0.430257070647797	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	LYMPH_COUNT	1.54607435505367e-05	2.61012739872799e-06	1.03632758289088e-10	0.000515250949473721	0.593086381262552	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
CD8	MCH	0.000179310419253482	0.999403433851483	0.115877846108925	0.0304950615432102	0.170708253097959	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	MCHC	0.386032298060522	0.418860040707861	0.284815182246415	0.795866719562225	0.882637550657192	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	MCV	2.1814804118738e-05	0.985641671001911	0.274100666034286	0.00978318236279792	0.0795279342297004	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	MEAN_RETIC_VOL	3.89067874298588e-05	0.955196419732575	0.305807308727728	0.00485500429670699	0.200213016000972	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	MONO_COUNT	0.124419065465068	0.709256365156715	0.000588866365985828	0.127958975140871	0.634199841076341	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	MPV	0.028072900768599	0.999921114514377	0.94217293512583	0.0111583590379743	0.31374173920648	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	NEUTRO_COUNT	0.582734275467309	0.73946360309957	0.0911838200275676	0.912250762274751	0.748304855663751	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	PLT_COUNT	0.00778853492425714	0.999937943932826	0.909309843987519	0.117231608579458	0.669519985815652	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	RBC_COUNT	0.0266310311678306	0.930272112359614	0.283659068636209	0.053334825196727	0.0700916674006238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	RETIC_COUNT	0.776988206650918	0.754801752208534	0.806290622584607	0.63671267036606	0.321369887442074	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CD8	WBC_COUNT	0.0880707188057371	0.417473769639194	0.0695050453192048	0.545444806672809	0.886015103999089	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CLP	BASO_COUNT	0.118422069275319	0.0710011663132831	0.909803832079457	0.420415849517914	0.929847852667189	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	EO_COUNT	0.266441117349697	0.905259861844865	0.998157152394424	3.73155250677868e-06	0.0665904318159182	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CLP	HCT	0.0248667408110394	0.859943691028167	0.983369550893908	0.479504335979727	0.532392276901298	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	HGB	0.0077061073015874	0.717442079738311	0.992860253683985	0.221027684338796	0.188102022245328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	LYMPH_COUNT	0.434999699066282	0.0572146773696247	0.920559679054082	0.00260646232316738	0.509994780557592	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CLP	MCH	0.0159662524084054	0.998064735675714	0.999763165659617	0.203160018602815	0.61863067158345	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	MCHC	0.082581457445321	0.976607601547174	0.965476180155039	0.912567991045498	0.114363137697883	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	MCV	0.00268033870617255	0.999873489780048	0.999163510458713	0.0267532014468517	0.571467742922604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	MEAN_RETIC_VOL	2.531587921792e-05	0.981122688673213	0.964221537797025	7.31195157895416e-05	0.420190322693371	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CLP	MONO_COUNT	0.0962333504604812	0.15283805684985	0.995867833734839	0.474361912499444	0.781971498995297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	MPV	0.0284702210354513	0.990860479850014	0.999997496995944	0.000177328852778376	0.622614896547613	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	NEUTRO_COUNT	0.893093519457659	0.755036493462763	0.965684673779233	0.983804055787783	0.343179841453033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	PLT_COUNT	0.0388796755389113	0.99228734855791	0.997312135934121	0.0691252916421553	0.530661334493154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	RBC_COUNT	0.143348806388502	0.962869891836809	0.99334946657926	0.147505214807967	0.567479198793625	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	RETIC_COUNT	0.953858222216205	0.835238218603614	0.999755973616894	0.706991240514204	0.0247597846425385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLP	WBC_COUNT	0.69825063925183	0.175038762560729	0.835315255675692	0.934328636051308	0.0520078799733591	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	BASO_COUNT	0.0295965825892683	0.0635402752836591	0.0823571189429036	0.742080104240742	0.441133494510757	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	EO_COUNT	0.0473213764414146	0.520281165449234	0.999999999999409	4.65643339386824e-06	0.238425872140474	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
CMP	HCT	0.265162165370433	0.436413582748577	0.999999999978099	0.457845019564975	0.705754858883498	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	HGB	0.317068382834694	0.12215003423121	0.999999999997919	0.386599849200068	0.798290996687624	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	LYMPH_COUNT	0.831336903973265	0.999759157582195	1	0.0113867621235829	0.612566309057036	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CMP	MCH	6.09861946984421e-06	0.00033473364782357	0.999993143003031	3.10398664210278e-05	0.349089712035925	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
CMP	MCHC	0.493454166183595	0.694378664557974	0.999666127444581	0.278941604034772	0.35493705055719	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	MCV	8.52963608201216e-07	0.000868764884227441	0.999431262341418	0.000361229247992226	0.395599059356308	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	MEAN_RETIC_VOL	9.527226675882e-07	0.00457872618527594	0.992801893557808	4.72356135787346e-05	0.59307151556399	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
CMP	MONO_COUNT	0.0197959518383361	0.754059228466845	0.999999999983642	0.015024000691234	0.682067645394591	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	MPV	4.32854655906401e-05	6.80276980124565e-06	0.898956138509409	3.63197073232225e-07	0.524949089871544	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
CMP	NEUTRO_COUNT	0.0872757709017349	0.21442400714474	0.999477302435416	0.796175386265087	0.432831301666033	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	PLT_COUNT	1.66917848071014e-05	3.1465729558782e-06	0.984413357342779	0.114910618765393	0.980023832621212	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
CMP	RBC_COUNT	0.000744463629563015	0.0289208938938305	0.946006029382494	0.0963324544067684	0.333354532950418	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	RETIC_COUNT	0.0780256901485214	0.786229031096604	0.978654447113291	0.105124914325581	0.0559105455763053	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
CMP	WBC_COUNT	0.461081173504197	0.518990942133331	0.999999918121682	0.56326411923252	0.993871314845058	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Ery	BASO_COUNT	0.331901866626627	0.738451017867566	0.0898303061622205	0.97096341418078	0.693326672896506	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ery	EO_COUNT	0.345601900338913	0.591548346626409	4.69758468175223e-07	3.82263147350908e-06	0.869013686575367	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Ery	HCT	0.443082765893354	0.00658219608078646	5.76956334563281e-11	0.539744104779109	0.151211799435366	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Ery	HGB	0.161278242686565	0.000820240422604654	1.39008934952548e-12	0.776716937109134	0.0310169932466271	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Ery	LYMPH_COUNT	0.865985537138371	0.825573125262031	5.71524896670441e-10	0.0166839326442906	0.151763143073037	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ery	MCH	1.67828469028013e-14	2.52239166683006e-30	4.62258409405423e-39	2.56753150059789e-09	4.95506862310038e-11	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Ery	MCHC	0.000493000260365599	3.83072494209145e-14	6.96950071511663e-39	1.51461225962381e-08	3.549197264512e-05	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
Ery	MCV	3.39343330501588e-17	3.20880152218013e-46	8.88900824322027e-46	6.13739537177895e-06	1.62573345099579e-12	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Ery	MEAN_RETIC_VOL	4.55694993479519e-10	1.02735061949359e-35	2.49293645774661e-59	7.46994451590962e-10	2.09814931879335e-07	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Ery	MONO_COUNT	0.146407741247432	0.872500059185193	6.64066008411796e-11	0.156716955907337	0.8055805749533	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ery	MPV	0.00436614304103248	0.0694694315762229	0.000232229408310434	3.6832600413594e-05	0.706837406853038	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Ery	NEUTRO_COUNT	0.219194021295825	0.457222283862023	0.038268168162141	0.823691168007893	0.395999535602268	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ery	PLT_COUNT	9.66705132820855e-05	0.000326775252938647	2.08958177649303e-15	0.0316740563915123	0.0108841479325629	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Ery	RBC_COUNT	2.06716984497811e-06	2.12832302851124e-15	2.78899433770354e-14	0.00293849294323785	5.6631952245414e-05	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
Ery	RETIC_COUNT	2.38700914411535e-10	2.69960443077535e-25	3.41604036198692e-31	0.00016489054079446	3.27984424421117e-09	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Ery	WBC_COUNT	0.462816014663782	0.891716318922036	2.01329061989899e-09	0.563669274207254	0.724881779828481	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	BASO_COUNT	0.00161105530523211	0.00484478683508158	0.00075022171909988	0.744954030866098	0.067809607413105	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-A	EO_COUNT	0.0191081530575668	0.0602163638409658	0.00631389034552289	0.000150768626430371	0.0471698418079087	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
GMP-A	HCT	0.499275809842059	0.283978019547698	0.000218471648075021	0.603133275408561	0.590919308645555	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-A	HGB	0.352848196728076	0.681979426275916	9.10503179707777e-05	0.677702726683931	0.233971645707684	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	LYMPH_COUNT	0.477124866657248	0.58133299570574	0.00613054692031011	0.0585843087121638	0.863988636107485	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-A	MCH	3.01790643728753e-05	0.361717323199914	3.1323334018234e-06	0.0555562991321374	0.579371167692145	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	MCHC	0.160699918540238	0.273725488695513	0.00293184300054934	0.760518481525613	0.0328767881784489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-A	MCV	1.15349587653372e-06	0.291636173720796	7.01863318747262e-07	0.00582274004103207	0.493694703519878	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	MEAN_RETIC_VOL	5.65510619199739e-09	0.473866925160439	2.01712320121831e-05	0.0156963714922805	0.0566864269306928	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	MONO_COUNT	7.0039036733445e-06	1.01405604043639e-07	2.86701673885007e-08	0.152344253939663	0.86307274672788	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
GMP-A	MPV	8.25976262652051e-05	0.404019114213866	7.70494441474829e-10	0.00011168237138585	0.473528906768756	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
GMP-A	NEUTRO_COUNT	0.0813647221294962	0.129039854939497	0.00767488818236256	0.723638674356735	0.245442349281485	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-A	PLT_COUNT	0.00024977933228916	0.251225274314046	5.85543625734399e-15	0.0764443696718595	0.578124945586413	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	RBC_COUNT	4.7393396471277e-05	0.355612894247622	7.54857090305078e-06	0.129797730383458	0.274742023926895	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	RETIC_COUNT	0.00178718914723744	0.340055026213105	1.05014652217629e-08	0.328915819958336	0.648719079668544	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-A	WBC_COUNT	0.388906227120903	0.00765908854695918	1.2768002826622e-05	0.70142320333275	0.29262739703297	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
GMP-B	BASO_COUNT	0.00115025897788975	0.0503152939204378	0.000366974859463074	0.700904331483679	0.0453193854073657	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-B	EO_COUNT	0.019130798232717	0.105896438428128	9.24984164639447e-05	3.05804802716301e-05	0.703930700727666	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
GMP-B	HCT	0.974130070458755	0.156378053330658	4.45244503925324e-06	0.632436696375665	0.15182745095152	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	HGB	0.908931630486141	0.617575610509044	1.40450957618147e-06	0.465267942562484	0.0488759234240587	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	LYMPH_COUNT	0.227195815983487	0.480008112636201	0.000561756515651801	0.0344555243753416	0.233523160693168	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-B	MCH	5.24835770062055e-07	0.458346018251837	2.06451944374829e-08	0.0256678839840605	0.11203700922654	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	MCHC	0.857963009290915	0.170507719828123	4.37151506833505e-05	0.789161199438486	0.0341737367477819	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	MCV	8.096628622243e-08	0.307855721582408	5.9667530766897e-08	0.00343571735849241	0.0959758593822194	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	MEAN_RETIC_VOL	2.99537724306888e-07	0.428051717610829	1.92305019915933e-06	0.0423870429131952	0.671352476537074	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	MONO_COUNT	3.58495096975742e-09	6.28877723069828e-06	7.70190039163737e-11	0.209406165549439	0.0102264952844548	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
GMP-B	MPV	0.000652852519140512	0.477864482903775	4.54662898059904e-13	1.86557700755826e-05	0.539673103002693	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GMP-B	NEUTRO_COUNT	0.0574987772639181	0.165579854817589	0.00040203434788375	0.72663891093273	0.915830310506326	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-B	PLT_COUNT	0.000205613848646372	0.440252591937862	1.27859583256096e-16	0.134731850317438	0.869894936766296	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	RBC_COUNT	2.73855580367358e-05	0.248354131417244	5.04145796597169e-05	0.250844739125626	0.136119763157626	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	RETIC_COUNT	0.00151518934064078	0.489995388692797	2.57048120868694e-10	0.326494124181121	0.516944751919083	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-B	WBC_COUNT	0.376680813347572	0.0170538447873462	1.76652480540169e-08	0.981251438485863	0.943478875326925	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
GMP-C	BASO_COUNT	0.00431303340267574	0.17440684138713	0.0200408375705278	0.874772003572746	0.150992622891337	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-C	EO_COUNT	0.0245055355641323	0.530058433357385	0.0175994762543041	0.000173826573988153	0.565374816751272	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-C	HCT	0.505663172073456	0.408390036010543	0.000521035248181054	0.678215109833539	0.803336087015333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	HGB	0.472015856264358	0.826129585522074	0.000290038201220253	0.505666806407668	0.700211575919708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	LYMPH_COUNT	0.206880729189828	0.577009050454175	0.00727945256821123	0.0614560497274638	0.314766221015011	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	MCH	0.00133804677601783	0.867804494294448	0.000118079822670762	0.0902462823394366	0.666087726629073	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-C	MCHC	0.304837005286279	0.102183962011091	0.0149088610262854	0.800577330018586	0.683713322684464	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	MCV	0.000200887584317057	0.717815793594162	0.000908214161081735	0.0537184490096925	0.544971361436276	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	MEAN_RETIC_VOL	4.67047078395762e-07	0.786371952403151	0.000283808856574888	0.0370058064491755	0.91691121851215	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	MONO_COUNT	2.4502436081048e-07	0.000307814379164171	1.73527299524919e-09	0.166021891924616	0.895343101580188	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
GMP-C	MPV	0.000150776239305234	0.80352381493085	9.25733042837506e-11	2.3851672599212e-05	0.146844848995017	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
GMP-C	NEUTRO_COUNT	0.0715861943798198	0.261369041106787	0.0320767216341453	0.653936700642346	0.722821017695386	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GMP-C	PLT_COUNT	2.98338275408513e-05	0.655421176080778	1.79097036517208e-11	0.0754531396929771	0.0896165698675337	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-C	RBC_COUNT	0.000618908328431585	0.660017396812002	0.0035361393481181	0.2482542666856	0.624593414795048	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GMP-C	RETIC_COUNT	0.00493383735179184	0.67476050329671	9.06873273849792e-07	0.196981226158258	0.399532769276779	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-C	WBC_COUNT	0.383396109325441	0.0123977915091878	0.000160647373502615	0.859586938621222	0.813975281907809	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
HSC	BASO_COUNT	0.223206615473467	0.833554346907041	0.893884186950912	0.574456730312996	0.268854868217688	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	EO_COUNT	0.107753310788134	0.967497203662228	0.999999887653402	1.80942445712795e-08	0.258885975556457	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
HSC	HCT	0.724515285559583	0.950295770190503	0.999999999902808	0.77204575632512	0.0163356191221638	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	HGB	0.595252667969883	0.829427054347057	0.999999999999625	0.191722647148751	0.0133861011417281	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	LYMPH_COUNT	0.503745896725927	0.997430059824366	1	0.0386306207123872	0.161392518041784	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MCH	0.000166400193433732	0.572430953072801	0.999999999999982	0.00216074232069808	0.195854434622016	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MCHC	0.431418648520761	0.999963408675155	0.999999972089926	0.471956095916123	0.269706966049391	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MCV	3.22345770595902e-05	0.879521324226103	0.99999999999733	0.000840805643130987	0.364413718493742	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MEAN_RETIC_VOL	1.18937177338407e-05	0.988309363121904	0.999999993686829	0.00123746927390758	0.0946301617731774	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MONO_COUNT	0.0883608411381208	0.616450244727481	0.999999999999962	0.0108497853109852	0.534458440624219	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MPV	7.10054415123227e-06	0.148066515958852	0.999999890972824	0.000272743943101079	0.331259952825952	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	NEUTRO_COUNT	0.272975778034755	0.624282792471718	0.999939016107541	0.940453407674912	0.564526879936887	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	PLT_COUNT	1.54153046921652e-06	0.110269073349449	0.999998902085945	0.0429907342306426	0.428958576992811	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	RBC_COUNT	0.00276944917308549	0.814937018314797	0.999550842130999	0.0750595965983104	0.0257806806003672	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	RETIC_COUNT	0.154818645458318	0.996807579537105	0.999996954102436	0.478076287762106	0.806135125966661	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	WBC_COUNT	0.565744479050843	0.777811362025851	0.999999997088423	0.899811082676517	0.661092696498252	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
